Market Name,Market URL,Description of Market,Products in Market
Podcast Hosting Platforms,https://www.gartner.com/reviews/market/podcast-hosting-platforms,"The podcast hosting platform is an online service that stores multimedia files, distributes them to various podcast directories (like Apple Podcasts, Spotify), and provides tools for managing, publishing, and promoting podcasts. It typically offers features such as analytics, RSS feed generation, customizable player widgets, and monetization options. These platforms ensure podcasts are easily accessible to listeners across different devices and platforms. The typical users are podcast creators, advertisers, corporate brands, marketing teams, internal communication departments, and more.","['Castos', 'Megafone', 'Podbean']"
Policing Investigative Case Management Systems,https://www.gartner.com/reviews/market/policing-investigative-case-management-systems,"The market for policing investigative case management systems has two principal divisions:
Commercial off-the-shelf (COTS) solutions
System integrators delivering custom-made development solutions
COTS case management solutions are routinely leveraged at state, provincial and local government levels, but less so at the national level. National law enforcement agencies often have more-specialized jurisdictions where general-purpose investigation case management software may lack unique and necessary features. (For example, these include border and customs enforcement, fugitive apprehension, drug laws, military law, maritime law, environmental law, and financial law.) However, as competition drives innovation, these products are increasingly likely to meet the more complex needs of national law enforcement agencies.
Case management is one of a collection of standard, necessary public safety systems that join computer-aided dispatch, jail management, records management, court management and evidence management.","['Column Case Management', 'Jade Investigations Case Management', 'Mark43 RMS', 'RIMS Records and Case Management System', 'Resolver']"
Predictive Analytics Software,https://www.gartner.com/reviews/market/predictive-analytics-software,"Predictive analytics software uses advanced analytics capabilities to analyze current and historical data to make predictions about future events. This software connects data from different data sources and employs techniques like data mining and statistical analysis to forecast future trends, detect patterns, identify potential risks and opportunities, and plan for the best possible outcome. As a result, organizations can make better business decisions with machine-generated analytics, visualization, and reporting on predictive insights. These can be used in a wide range of industries, including healthcare, finance, marketing, and manufacturing.","['Adobe Analytics', 'Azure Machine Learning', 'Oracle Analytics Platform', 'IBM SPSS Modeler', 'Alteryx AI Platform', 'Spotfire', 'SAP Analytics Cloud', 'KNIME Analytics Platform', 'ChannelMix', 'DataRobot AI Platform', 'SAS Visual Statistics']"
Primary Storage With Platform Services,https://www.gartner.com/reviews/market/primary-storage-with-platform-services,"Gartner defines primary storage with platform services as dedicated products and platform-native services for solid-state arrays or hybrid storage arrays, structured block data consumption-based offerings and software-defined storage (SDS) software. API-centric control and vendor-managed data services planes are used for primary storage onboarding, provisioning and AIOps-enabled SLA-based life cycle management and support outcomes. Platform-native services include the syndication and integration of complementary third-party storage products and data services as part of their managed services offerings. Products and services are available in traditional capex, subscription and consumption pay-for-use licensing.","['FlashArray', 'InfiniBox', 'AFF A-Series', 'FAS Storage', 'OceanStor Dorado All-Flash Storage', 'DS/FS/HD/RS/SA Series', 'Hitachi VSP G Series', 'HPE Alletra dHCI', 'TrueNAS Enterprise', 'Nimble Storage All-Flash Arrays', 'Hitachi VSP 5000 Series', 'Dell Unity XT', 'OceanStor 5000 V5 Series', 'Dell EMC XtremIO X2 (Legacy)', 'IBM Storage FlashSystem', 'Tintri VMstore T7000', 'Hitachi Virtual Storage Software Block', 'OceanStor 18000 Series', 'E-Series', 'Dell EMC SC Series (Legacy)', 'Hitachi VSP E Series', 'Inspur AS-series', 'EqualLogic PS Series (Legacy)', 'IntelliFlash', 'Dell PowerMax', 'Western Digital T Series (Legacy)', 'HPE Primera', 'Inspur HF Series', 'SolidFire (Legacy)', 'EF-Series', 'Exos X 2U24', 'OceanStor V5 Hybrid Arrays (Legacy)', 'OceanStor 6000 Series', 'Dell PowerStore', 'IBM FlashSystem 7300', 'OceanStor F V5 Series (Legacy)', 'Eternus DX Series', 'ZFS Storage Appliance', 'QXS Series', 'HPE Alletra', 'InfiniBox SSA', 'IBM FlashSystem A9000 Series (Legacy)', 'Exos X 5U84', 'Western Digital HD Series (Legacy)', 'IBM FlashSystem 5000', 'DDN SFA', 'IBM DS8900F', 'FlashSystem V9000 (Legacy)', 'M-Series', 'Exos CORVAULT', 'Eternus AF Series', 'IBM FlashSystem 5200', 'Dell PowerFlex', 'Huawei OceanStor Pacific Series', 'Exos X 2U12', 'IBM FlashSystem 9200 (Legacy)', 'ThinkSystem DM series', 'EonStor DS Family', 'DS8000 Series (Legacy)', 'EonStor GSa', 'Western Digital N Series (Legacy)', 'ThinkSystem DE Series', 'DS8880F series (Legacy)', 'Nexsan Unity', 'DS8880 series hybrid arrays (Legacy)', 'EC6000 (Legacy)', 'FlashSystem A9000 (Legacy)', 'AFF C-Series', 'Eonstor GS family', 'NetApp ASA', 'IBM FlashSystem 9500', 'Lightbits Data Platform', 'Nblock (Legacy)', 'NexentaStor VSA', 'ThinkSystem DS Series (Legacy)', 'Tintri VMstore T600 Series', 'Tintri VMstore T800 Hybrid-Flash Series (Legacy)', 'Zadara zStorage']"
Privileged Access Management,https://www.gartner.com/reviews/market/privileged-access-management,"Gartner defines privileged access management (PAM) as tools that administer or configure systems and applications to provide an elevated level of technical access through the management and protection of accounts, credentials and commands. PAM tools, available as software, SaaS or hardware appliances, manage privileged access for both people (system administrators and others) and machines (systems or applications). Gartner defines four distinct tool categories for PAM tools: Privileged account and session management (PASM), privilege elevation and delegation management (PEDM), secrets management and cloud infrastructure entitlement management (CIEM) .","['Secret Server', 'CyberArk Privileged Access Manager', 'ARCON | Privileged Access Management', 'Iraje Privileged Access Manager', 'BeyondTrust Remote Support', 'BeyondTrust Privileged Remote Access', 'ManageEngine Password Manager Pro', 'senhasegura', 'Devolutions Remote Desktop Manager', 'BeyondTrust Privilege Management for Windows & Mac', 'BeyondTrust Password Safe', 'Sectona Security Platform', 'Server PAM', 'WALLIX PAM', 'One Identity Safeguard', 'CyberArk Endpoint Privilege Manager', 'Conjur Secrets Manager Enterprise', 'Symantec Privileged Access Management', 'HashiCorp Vault', 'Kron PAM', 'PAM360', 'Privilege Manager', 'SecureLink Enterprise Access', 'Imprivata Privileged Access Management', 'PrivX', 'Fudo Enterprise', 'Cloud PAM', 'BeyondTrust Privileged Identity (Legacy)', 'Bravura Privilege', 'Privilege Management for Unix, Linux, and Networked Devices', 'Netwrix Privilege Secure for Discovery', 'Thycotic Application Control Solution (Legacy)', 'BeyondTrust Active Directory (AD) Bridge', 'NetIQ Privileged Account Manager', 'Symantec Privileged Access Manager Server Control', 'Netwrix Privilege Secure for Access Management', 'HIWARE Privileged Session Management for System', 'Ekran System', 'Osirium PAM', 'Privilege Manager for Windows', 'IBM Security Verify Privilege Vault', 'SecHard Zero Trust Orchestrator', 'Oracle Privileged Account Manager (Legacy)', 'Admin By Request', 'ARCON | Endpoint Privilege Management (EPM)', 'Vendor Privileged Access Manager', 'TPAM (Legacy)', 'MasterSAM Star Gate', 'Powertech Identity & Access Manager', 'Balabit Balabit Shell Control Box (Legacy)', 'Xage Fabric Platform', 'Connection Manager', 'Netwrix PolicyPak', 'StrongDM', 'VaultOne', 'Systancia Cleanroom', 'Remote Access Service', 'Cloud Privilege Security (Legacy)', 'Enforcive Systems Enterprise Security for IBM (Legacy)', 'Novasys SATCS', 'One Identity Safeguard for Privileged Sessions', 'Heimdal Privileged Access Management', 'MasterSAM App Gateway (Legacy)', 'MasterSAM Integrated Gateway (Legacy)', 'RevBits Privileged Access Management', 'Securden Unified PAM', 'cyberelements', 'DevOps Secrets Vault', 'Devolutions Server', 'KeeperPAM', 'Privilege Manager for Unix', 'SSH CryptoAuditor (Legacy)', 'Safestone Multiple System Administrator (Legacy)', 'Universal Console', 'VISULOX Privileged Access Management', 'Veza Access Control Platform']"
Process Mining Tools,https://www.gartner.com/reviews/market/process-mining-tools,"Gartner defines process mining tools as tools that are designed to discover, monitor and improve processes by extracting knowledge from events captured in information systems to continuously deliver visibility and insights. Process mining includes automated process discovery (i.e., extracting process models from an event log), conformance checking (i.e., monitoring deviations by comparing model and log), social network/organizational mining, automated construction of simulation models, model extension, model repair, case prediction and history-based recommendations.","['Celonis Execution Management System', 'IBM Process Mining', 'UiPath Business Automation Platform', 'Scout Platform', 'ARIS', 'Fluxicon Disco', 'ABBYY Timeline', 'Process360 Live', 'SAP Signavio Process Intelligence', 'Skan Process Intelligence Platform', 'Apromore', 'mindzie AI-Driven Process Mining Platform', 'mpmX Platform', 'Power Automate Process Mining', 'Cyclone Process Intelligence', 'process.science', 'inverbis', 'Appian Process Mining', 'QPR ProcessAnalyzer', 'UpFlux Process Mining', 'QAD Process Intelligence', 'ProDiscovery', 'Pega Process Mining', 'Tungsten Insight', 'BusinessOptix Process Transformation Platform', 'Datricks', 'ProM (Legacy)', 'BehfaLab']"
Product Analytics for Technology and Service Providers,https://www.gartner.com/reviews/market/product-analytics-for-technology-and-service-providers,"Gartner defines product analytics as applications used to collect and analyze behavior data and sentiment to increase user engagement, adoption and satisfaction to improve experiences and drive retention. This solution category is embedded within mobile apps, desktop apps, websites/portals, software and edge devices. Product analytics often enables in-product engagement for onboarding and activation as well as the collection, tracking and analysis of user data to draw insights about the ways in which users engage","['Mixpanel', 'LogRocket', 'ChurnZero Customer Success Platform', 'Gainsight PX', 'Glassbox', 'triggo.ai Product Analytics for Technology and Service Providers']"
Product Information Management Solutions,https://www.gartner.com/reviews/market/product-information-management-solutions,"The market for PIM software includes vendors that:
- Provide product, commerce and marketing teams with the ability to create and maintain an approved shareable version of rich product content.
- Support complex use cases, including product data syndication (PDS), PXM, product analytics, product feedback loops and the contextualization of product data for brands, markets and channels","['Plytix PIM', 'Akeneo PIM', 'Bluestone PIM', 'Syndigo PIM', 'Salsify PXM', 'Unbxd PIM', 'Acquia PIM', 'Contentserv PIM', 'Gepard Product Information Management', 'Informatica Product 360', 'Pimcore', 'Precisely EnterWorks', 'Stibo Systems STEP', 'inriver PIM']"
Product Roadmapping Tools for Software Engineering,https://www.gartner.com/reviews/market/product-roadmapping-tools-for-software-engineering,"Product roadmapping tools for software engineering have simplified product-related communication and streamlined product management and development efforts. This document profiles selected vendors and tools that can assist with:
Management of software product vision and strategy alignment
Communication of ideas and requirements
Decision making through an understanding of user behavior, data and analytics, priorities, and consequences
Defining software features and business capabilities, and handling backlogs
Planning and tracking software development releases
Financial and budget management
Collaboration on timelines
Communication, negotiation and updates
Integration planning and resource tracking
Report generation and notifications
Managing feedback from developers, teams and users
Support for continuous development and continuous integration","['Jira Software', 'Asana', 'Wrike', 'Smartsheet', 'monday dev', 'Aha!', 'Zoho Sprints', 'ProductPlan', 'Hive', 'ClickUp', 'Businessmap', 'Pivotal Tracker', 'Priority Matrix', 'ProdPad', 'Pendo', 'Clarity PPM', 'Craft', 'Accolade', 'Targetprocess', 'Podio', 'Receptive (Legacy)', 'NH360 Strategic Portfolio Manager', 'Digital.ai DevSecOps Platform', 'ConnectALL Value Stream Management Platform', 'GanttPRO', 'Shorter Loop', 'TARA', 'TouchBase', 'Tuleap', 'iObeya']"
Product-Led Revenue Applications,https://www.gartner.com/reviews/market/product-led-revenue-applications,"Product-Led Revenue (PLR) applications enable brands to drive customer acquisition, engagement, and retention through their product. They encourage users to try, adopt, and ultimately pay for additional features or services based on their experience. The typical features include user engagement tracking, personalized experiences, and integration with sales and marketing tools to identify and nurture potential leads and opportunities for upselling or cross-selling. Focusing on the product as the main growth driver, these applications help product managers, marketers, sales teams, and customer success staff to scale efficiently, reduce sales costs, and build a customer-centric business.","['Calixa', 'Toplyne', 'Census', 'Endgame', 'Falkon', 'HeadsUp', 'Pocus', 'Variance']"
Professional Employer Organization (PEO) Providers,https://www.gartner.com/reviews/market/professional-employer-organization-peo-providers,"Professional Employer Organization (PEO) providers help businesses to outsource their human resources functions to mitigate the burden of complex HR administration responsibilities.PEO providers perform various employee administration tasks,  such as employee benefits, compensation and payroll administration, workers' compensation, and employment taxes. They are also responsible for processing employee wages, benefits, and payroll while helping in maintaining compliance by keeping track of complex employment laws and offering risk management strategies. This helps to reduce administrative costs, improve productivity, and increase profitability. These services are widely used by small and medium enterprises.","['ADP TotalSource', 'Insperity', 'Justworks', 'Paychex PEO', 'Trinet PEO', 'Rippling', 'Yourshoring']"
Project and Portfolio Management,https://www.gartner.com/reviews/market/project-portfolio-management-worldwide,"PPM software providers covered under this market definition aim to support the selection, planning and execution of a variety of different work packages or containers, including, but not limited to, traditional projects. They often fold in collaboration and communication capabilities and allow work teams and project offices to report, monitor and identify course correction in resource-intensive project and work environments. Providers included in this market offer these capabilities directly through their own products, but frequently recognize that specific integration points may also be needed to connect niche tools or data sources. The PPM capabilities identified as essential or critical include:
•       Project demand management
•       Project planning and management
•       Time management
•       Resource management
•       Resource capacity planning
•       Project portfolio management
•       Project collaboration
•       Program management
•       Reporting services
•       Security and user management
•       Integration
•       Usability","['Smartsheet', 'Microsoft Project', 'Wrike', 'Zoho Projects', 'Planview AdaptiveWork', 'monday.com', 'Microsoft Planner', 'Teamwork', 'Clarity PPM', 'Microsoft Project Server 2013 (Legacy)', 'Workfront', 'ServiceNow Strategic Portfolio Management', 'Planview Portfolios', 'Planview PPM Pro', 'Celoxis PPM', 'KeyedIn Enterprise', 'Microsoft Project Server 2016', 'Sciforma', 'Kantata', 'Primavera P6 Enterprise Project Portfolio Management', 'Planisware Enterprise', 'Planview Daptiv', 'Microsoft Project Server 2010 (Legacy)', 'LiquidPlanner', 'Eclipse PPM', 'Planview ProjectPlace', 'Tempus Resource', 'OpenText Project and Portfolio Management (PPM)', 'Planforge', 'Cora PPM', 'Avaza', 'Oracle NetSuite OpenAir', 'PowerSteering', 'ClickUp', 'Oracle Project Management', 'WiseTeam', 'Meisterplan', 'Power PPM', 'Accolade', 'Planview ChangePoint', 'cplace', 'WorkOtter', 'Uppwise APM', 'Cerri Genius Project', 'Acuity PPM', 'GanttPRO', 'Backlog', 'Planisware Orchestra', 'Easy Projects', 'Triskell', 'Hive', 'Sensei PPM Beacon', 'Project.net', 'Hexagon EcoSys', 'Replicon Project Time Tracking', 'Eylean Board', 'OnePlan', 'Rocketlane', 'ELMA BPM', 'ERPNext', 'Genius Project On-Demand PPM', 'MeisterTask', 'Assemble', 'Businessmap', 'Camms.Project', 'Clovine', 'InEight Integrated Project Controls Platform', 'Proggio', 'Saviom Enterprise Project Portfolio Management', 'VIRAGE Project Monitor', 'Verto 365']"
Property Management Software,https://www.gartner.com/reviews/market/property-management-software,"Property management software is designed to help a wide range of users, from property managers, real estate agencies to property owners and investors managing various property ownership tasks. The software provides features such as automating rent collection, lease management, maintenance tracking, online tenant portals, online payment processing, and more to streamline back office, financial and administrative processes. In addition, it integrates with other existing systems of the organization to enable seamless movement of property-related data across the organization. This data is used to generate reports on the properties' performance, occupancy rates, and other metrics to evaluate and make data-driven decisions.","['Rent Manager', 'Yardi Breeze', 'Entrata', 'Doorloop', 'AppFolio', 'PropertyVista', 'Re-Leased', 'Buildium', 'ButterflyMX', 'Knock CRM']"
Prototyping Software,https://www.gartner.com/reviews/market/prototyping-software,"Prototyping software provides tools to create and evaluate early versions of the products and applications before proceeding to the process of production. The software enables the designers to weave visuals, navigational elements, and interactions together to give a representation of the flow and usability of the final product. Prototyping software also allows designers and developers to review the prototypes for testing, providing feedback and collaborating in real-time to iterate rapidly. Some software also extends to the functionality of integrating with the existing tools in the organization.","['Figma', 'Adobe XD (Legacy)', 'Miro', 'Sketch', 'InVision', 'UXPin', 'Marvel', 'Axure RP', 'Justinmind', 'Lucidchart', 'Framer', 'ProtoPie', 'Infragistics App Builder', 'Moqups', 'Proto.io']"
Public Cloud IT Transformation Services,https://www.gartner.com/reviews/market/public-cloud-it-transformation-services,"Gartner defines public cloud IT transformation services (PCITS) as services designed to deliver transformational outcomes via the utilization of cloud-native professional and managed services. It includes migration, modernization and the building of new transformational solutions on public hyperscale cloud infrastructure and platform services. Organizations seeking to use public clouds such as Amazon Web Services (AWS), Google Cloud Platform (GCP), Microsoft Azure, Oracle Cloud Infrastructure (OCI) and similar platforms engage with providers in this market to realize the greatest transformational benefits.","['Persistent Public Cloud IT Transformation Services', 'IBM Public Cloud IT Transformation Services', 'HCLTech Public Cloud IT Transformation Services', 'Accenture Public Cloud IT Transformation Services', 'Wipro Public Cloud IT Transformation Services', 'LTIMindtree Public Cloud IT Transformation Services', 'Deloitte Public Cloud IT Transformation Services', 'Rackspace Public Cloud IT Transformation Services', 'Capgemini Public Cloud IT Transformation Services', 'Tata Consultancy Services (TCS) Public Cloud IT Transformation Services', 'Cloudreach Public Cloud IT Transformation Services', 'Kyndryl Public Cloud IT Transformation Services', 'Tech Mahindra Public Cloud IT Transformation Services', 'SMX Public Cloud IT Transformation Services', 'Bespin Global Public Cloud IT Transformation Services', 'Cognizant Public Cloud IT Transformation Services', 'FPT Software Public Cloud IT Transformation Services', 'Infosys Public Cloud IT Transformation Services', 'Hexaware Public Cloud IT Transformation Services', 'Connext MSP Service (Legacy)', 'Insight Public Cloud IT Transformation Services', 'Hitachi Digital Services Public Cloud IT Transformation Services', 'Ollion Public Cloud IT Transformation Services', 'Cloud4C Public Cloud IT Transformation Services', 'Presidio Public Cloud IT Transformation Services', 'Logicworks Public Cloud IT Transformation Services', 'Techedge Public Cloud IT Transformation Services', 'NTT DATA Public Cloud IT Transformation Services', 'Atos Public Cloud IT Transformation Services', 'AllCloud Public Cloud IT Transformation Services', 'TO THE NEW Public Cloud IT Transformation Services', 'Virtusa Public Cloud IT Transformation Services', 'Fujitsu Public Cloud IT Transformation Services', 'SinglePoint Global Public Cloud IT Transformation Services', 'DXC Technology Public Cloud IT Transformation Services', 'Itransition Public Cloud IT Transformation Services', 'Unisys Public Cloud IT Transformation Services', 'Brillio Public Cloud IT Transformation Services', 'Cloudnexa Public Cloud IT Transformation Services', 'Netenrich Managed Services (Legacy)', 'CenturyLink Managed Services (Legacy)', 'Datapipe Managed Services (Legacy)', 'Managed Services (Azure) (Legacy)', 'Samsung SDS Public Cloud IT Transformation Services', 'Cascadeo Public Cloud IT Transformation Services', 'D3Clarity Public Cloud IT Transformation Services', 'DevOps Enabler Public Cloud IT Transformation Services', 'Kin and Carta Public Cloud IT Transformation Services', 'PwC Public Cloud IT Transformation Services', 'SoftwareOne Public Cloud IT Transformation Services', 'Trask Public Cloud IT Transformation Services']"
"Public Cloud Managed and Professional Services, Asia/Pacific",https://www.gartner.com/reviews/market/public-cloud-managed-and-professional-services-asia-pacific,"Cloud managed service providers (MSPs) offer managed and professional services on major public cloud platforms, including Alibaba Cloud, Amazon Web Services (AWS), Google Cloud Platform (GCP), IBM Cloud, Microsoft Azure, Oracle Cloud and Tencent Cloud. Cloud MSPs offer a broad range of services, including consulting and advisory, agile application development, migration, automation, cloud brokerage, and managed services. MSPs must offer a cloud management platform (CMP) that can support multiple public cloud platforms.","['Progressive Infotech Cloud Managed Services', 'Orange Business Public Cloud Managed and Professional Services, Asia/Pacific', 'Minfy Public Cloud Managed and Professional Services, Asia/Pacific', 'Singtel Public Cloud Managed and Professional Services, Asia/Pacific', 'Next-Generation Managed Services', 'Sify Public Cloud Managed and Professional Services', 'Silver Lining Cloud MSP Service', 'Serverworks Public Cloud Managed and Professional Services, Asia/Pacific', 'Pi Data Centers Public Cloud Managed and Professional Services, Asia/Pacific', 'DevOps Enabler Public Cloud Managed and Professional Services, Asia/Pacific', 'Digital China Public Cloud Managed and Professional Services, Asia/Pacific', 'FPT Software Public Cloud Managed and Professional Services, Asia/Pacific']"
"Public Cloud Storage Services, Worldwide",https://www.gartner.com/reviews/market/public-cloud-storage-services-worldwide,"Public cloud storage is infrastructure as a service (IaaS) that provides block, file, object and hybrid cloud storage services delivered through various protocols. The services are stand-alone, but often used in conjunction with compute and other IaaS products. The services are priced based on capacity, data transfer and/or number of requests. The services provide on-demand storage capacity and self-provisioning capabilities. Stored data exists in a multitenant environment, and users access that data through the block, network and REST protocols provided by the services.","['Amazon Simple Storage Service (Amazon S3)', 'Wasabi Hot Cloud Storage', 'Cloud Storage', 'Amazon Elastic Block Store (EBS)', 'Amazon S3 Glacier', 'Alibaba Cloud Object Storage Service', 'Persistent Disk', 'Nearline', 'S3 Standard-IA', 'File', 'Cloud Disk', 'Azure Blob Storage', 'Amazon Elastic File System (Amazon  EFS)', 'IBM Cloud Object Storage', 'Tencent Cloud Block Storage', 'Coldline', 'Block Storage', 'Object Storage (v1)', 'Backblaze B2 Cloud Storage', 'Cloud Object Service', 'Cool Blob', 'Disk', 'Storage Cloud', 'Archive Storage (v1)', 'Archive Storage', 'Cloud Files', 'Bare Metal Cloud Block (v2)', 'Bare Metal Cloud File Storage', 'Bare Metal Cloud Object (v2)', 'AT&T Public Cloud Storage', 'Cloud Block Storage', 'Azure NetApp Files', 'Azure Stack HCI', 'BVR CLOUD Public Cloud Storage Services', 'Compunnel Public Cloud Storage Services', 'File Storage', 'Lyve Cloud', 'Morro Data CloudNAS', 'Scaleway Public Cloud Storage Services, Worldwide', 'Serverspace vStack Cloud Servers', 'XXL Box']"
Public Key Infrastructure (PKI) and Certificate Lifecycle Management,https://www.gartner.com/reviews/market/public-key-infrastructure-pki-and-certificate-lifecycle-management,"Public-key infrastructure (PKI) is a foundational infrastructure component used to securely exchange information using digital certificates. It is included in all the browsers to protect traffic across the public internet, and organizations use it to secure their business environment. The organizations generally use public-key cryptography and X.509 certificates for authentication and verification of the ownership of a public key. The software allows for end-to-end lifecycle management of these certificates. The certificate lifecycle management (CLM) includes enrollment, validation, deployment, revocation, and renewal of the certificates to provide uninterrupted service. Fundamentally, security and risk management technical professionals use PKI and CLM software to manage risks. The software can alert and notify the admin users if the certificates are expiring or are out of policy compliance. Further, the software also provides capabilities to discover, assign ownership, and report on the organization’s usage of certificates from multiple CAs.","['Venafi TLS Protect', 'AWS Certificate Manager', 'AppViewX CERT+', 'DigiCert CertCentral TLS/SSL Manager', 'Keyfactor Command', 'EverTrust Horizon', 'Sectigo Certificate Manager', 'JoinNow', 'DigiCert Trust Lifecycle Manager', 'TrustAsia CertCloud Platform', 'ADSS CA / PKI SERVER', 'EJBCA Enterprise', 'Managed PKI Platform', 'Cecuring Enterprise Suite', 'MARGARETA', 'PKI Certificate Management', 'TeraCA', 'Venafi Zero Touch PKI', 'senhasegura Certificate Management']"
Public Relations (PR) Software,https://www.gartner.com/reviews/market/public-relations-software,"Public Relations (PR) Software is used by businesses to disseminate important information and events about their company to the public, build their brand image, minimize or mitigate the damage caused by negative publicity, or transform it into positive sentiment. The communication is shared in the form of company press releases, media reports, conferences, interviews with journalists, social media postings, and other forms of media. This software provides PR professionals access to a massive media database of journalists, bloggers, media outlets, etc., to connect in a few clicks to promote their PR content. In addition, its monitoring and analytics tools track and monitor all the relevant activities across media and social channels related to PR. These tools use various metrics and reports to measure the effectiveness of PR campaigns on purchases, traffic, and other types of engagement and conversions.","['Prowly', 'BuzzStream Platform', 'Augure Your Relationship Platform', 'Muck Rack PRM Platform', 'Presspage PR Platform', 'Mynewsdesk Platform', 'Hypefactors Platform', 'Prezly', 'Publifix.net Platform']"
Public Relations Agencies,https://www.gartner.com/reviews/market/public-relations-agencies,"PR agencies are service providers dedicated to developing and executing PR strategies for brands and organizations. These agencies specialize in managing reputation and engaging stakeholders across a broad earned, owned, shared and, in some cases, paid landscape. PR agencies may offer a wide range of complementary services, such as marketing, influencer relations and content, with some uniquely positioning themselves as an ideal partner to help navigate and address societal issues.","['Zeno Group Public Relations Services', 'Coinband Public Relations Services', 'FGS Global Public Relations Services', 'Golin Public Relations Services', 'HARO Link', 'Weber Shandwick Public Relations Services']"
Quality Management System Software,https://www.gartner.com/reviews/market/quality-management-system-software,"Gartner defines the market for quality management system software as “the business information management system that manages quality policies and standard operating procedures (SOPs). This may include, but is not limited to, customer requirements, quality documents, International Organization for Standardization (ISO) requirements, manufacturing capabilities, robust design, auditing procedures and protocols, nonconformance/risk management activities, testing criteria, and industry-specific regulations (for example, U.S. Food and Drug Administration [FDA] or Federal Acquisition Regulation [FAR] requirements).”","['SAP S/4HANA Cloud', 'ETQ Reliance', 'Windchill', 'Oracle Fusion Cloud Product Lifecycle Management (PLM)', 'EASE', 'AlisQI Platform', 'AssurX', 'Intellect QMS', 'Vault Quality Suite', 'Intelex Quality Management Software', 'Siemens Opcenter Quality', 'DevonWay Platform', 'Ideagen Quality Management', 'Sparta TrackWise and TrackWise Digital', 'QAD EQMS', 'MasterControl Quality Excellence', 'CorityOne', 'SmartSolve', 'Greenlight Guru QMS', 'ComplianceQuest', 'Enterprise-wide Quality and Integrated Management System (EwQIMS)', 'ZEBSOFT', 'Plex Smart Manufacturing Platform', 'QUMAS', 'isorobot', 'Donesafe', 'Effivity', 'Qooling', 'TIPQA', 'Teamcenter Quality', 'eQMS', 'EcoOnline Platform', 'HammerTech', 'Veeva QualityOne', 'CAQ.Net', 'Ennov QMS', 'Propel QMS', 'Qualio', 'RizePoint']"
R&D Outsourcing Providers,https://www.gartner.com/reviews/market/r-and-d-outsourcing-providers,"R&D (research and development) outsourcing services offer solutions to the organisations' research activities that include component innovations, design, new process innovations, new product innovations, and software design. The objective to outsource R&D is to obtain the required expertise, skills, and equipment that may not necessarily be accessible to businesses. It can increase business sales and profits and save time significantly. R&D outsourcing providers provide customized solutions from designing, prototyping, testing, production to sales to clients across different industries like manufacturing, financial services, energy and utilities, retail and CPG, life sciences, etc.","['Capgemini Engineering', 'Infosys Engineering Services', 'Orangesoft R&D Outsourcing Providers', 'TCS Research', 'Tata Technologies Engineering R&D Services', 'ALTEN Engineering and R&D Outsourcing', 'Harman Digital Engineering Services', 'ScienceSoft R&D Outsourcing Provider', 'Tata Elxsi R&D Outsourcing Services']"
Rapid Mobile App Development Tools,https://www.gartner.com/reviews/market/rapid-mobile-app-development-tools,"Rapid mobile app development (RMAD) tools are a class of coding-optional tools that enable nonprogrammers to build mobile apps to support, at a minimum, iOS and Android devices. These tools offer high productivity for developers and nondevelopers alike through a variety of approaches that both automate and abstract app development efforts, including drag-and-drop editors, code generation and orchestration, model-driven development, virtualization, business process mapping, component assembly, app configuration and forms construction.","['Ionic', 'Neptune DXP', 'FileMaker', 'Alpha Anywhere', 'Zoho Creator', 'WaveMaker', 'AppSheet', 'Ideagen Smartforms', 'Modo Campus', 'Tulip Platform', 'Capriza platform', 'TrueContext', 'Nintex RPA', 'Appery App Builder', 'FSI GO', 'Resco Mobile CRM tool', 'Appzillon Platform', 'SAP Build', 'Alphinat SmartGuide', 'LightSwitch', 'MobilityStudio', 'Vinyl', 'Webalo platform', 'Altova MobileTogether', 'Blink Mobility Platform', 'Flutterflow', 'Kintone', 'Magic xpa Application Platform', 'Mobeix Open Editor', 'MobileFrame', 'Monaca', 'Neonto Studio', 'Profound UI', 'SmartUX', 'Zuznow platform', 'eMobiQ']"
Real-Time Transportation Visibility Platforms,https://www.gartner.com/reviews/market/real-time-transportation-visibility-platforms,"Gartner defines the real-time transportation visibility platform (RTTVP) market as platforms that provide real-time location and status insights into orders once they have left the warehouse. This includes other facilities, such as those of a brand owner, supplier, contract manufacturer or service provider. Such platforms, owned and managed by third-party software vendors, represent part of the supply chain visibility market that predominantly — but not solely — addresses domestic road transportation modes. RTTVPs obtain data through integration (via API or electronic data interchange [EDI], for example) with carrier systems, direct feeds from telematics (in-cab or in-trailer devices) or other technologies or apps.","['project44 Movement', 'Shippeo Platform', 'GoComet', 'FourKites', 'Transporeon Visibility Hub', 'Overhaul', 'FarEye', 'Descartes MacroPoint', 'Blume Visibility', 'FreightVerify', 'IntelliTrans Global Visibility Platform', 'Trimble Visibility', 'ACSIS', 'Navisphere Vision', 'Trucker Tools Smart Capacity', 'Arviem', 'Cold Chain as a Service', 'Decision Intelligence Platform', 'Orkestra SCS platform', 'Roambee', 'SensiWatch Tracks']"
